SR-PS-BEND:setI 611.235
SR-PS-HC-011:setI 0
SR-PS-HC-012:setI -1.34758
SR-PS-HC-013:setI 0
SR-PS-HC-014:setI -1.09762
SR-PS-HC-015:setI 0
SR-PS-HC-016:setI 0
SR-PS-HC-017:setI -1.28463
SR-PS-HC-021:setI 0
SR-PS-HC-022:setI -0.286354
SR-PS-HC-023:setI 0
SR-PS-HC-024:setI -1.21485
SR-PS-HC-025:setI 0
SR-PS-HC-026:setI 0
SR-PS-HC-027:setI -3.33105e-005
SR-PS-HC-031:setI 0
SR-PS-HC-032:setI -0.623183
SR-PS-HC-033:setI 0
SR-PS-HC-034:setI -0.831605
SR-PS-HC-035:setI 0
SR-PS-HC-036:setI 0
SR-PS-HC-037:setI -0.355232
SR-PS-HC-041:setI 0
SR-PS-HC-042:setI -0.420058
SR-PS-HC-043:setI 0
SR-PS-HC-044:setI -0.0580963
SR-PS-HC-045:setI 0
SR-PS-HC-046:setI 0
SR-PS-HC-047:setI 0.564703
SR-PS-HC-051:setI 0
SR-PS-HC-052:setI 1.65449
SR-PS-HC-053:setI 0
SR-PS-HC-054:setI 0.406669
SR-PS-HC-055:setI 0
SR-PS-HC-056:setI 0
SR-PS-HC-057:setI -0.423026
SR-PS-HC-061:setI 0
SR-PS-HC-062:setI -0.200713
SR-PS-HC-063:setI 0
SR-PS-HC-064:setI -0.983905
SR-PS-HC-065:setI 0
SR-PS-HC-066:setI 0
SR-PS-HC-067:setI -0.475773
SR-PS-HC-071:setI 0
SR-PS-HC-072:setI -0.72388
SR-PS-HC-073:setI 0
SR-PS-HC-074:setI -0.65234
SR-PS-HC-075:setI 0
SR-PS-HC-076:setI 0
SR-PS-HC-077:setI -0.26974
SR-PS-HC-081:setI 0
SR-PS-HC-082:setI -0.292975
SR-PS-HC-083:setI 0
SR-PS-HC-084:setI -0.215792
SR-PS-HC-085:setI 0
SR-PS-HC-086:setI 0
SR-PS-HC-087:setI -0.322574
SR-PS-HC-091:setI 0
SR-PS-HC-092:setI 0.318121
SR-PS-HC-093:setI 0
SR-PS-HC-094:setI -0.607067
SR-PS-HC-095:setI 0
SR-PS-HC-096:setI 0
SR-PS-HC-097:setI -0.055097
SR-PS-HC-101:setI 0
SR-PS-HC-102:setI 0.0647993
SR-PS-HC-103:setI 0
SR-PS-HC-104:setI -1.93944
SR-PS-HC-105:setI 0
SR-PS-HC-106:setI 0
SR-PS-HC-107:setI -0.7776
SR-PS-HC-111:setI 0
SR-PS-HC-112:setI -1.645
